date,investor,sell,buy,net
2025-11-17,연기금 등,2899243,2765662,-133581
2025-11-17,기관합계,4313012,4669581,356569
2025-11-17,기타법인,163883,102761,-61122
2025-11-17,개인,6081235,2750306,-3330929
2025-11-17,외국인,6625607,9664352,3038745
2025-11-17,기타외국인,8847,5584,-3263
2025-11-17,전체,17192584,17192584,0
2025-11-18,금융투자,1739589,448305,-1291284
2025-11-18,보험,27606,79705,52099
2025-11-18,투신,271172,205312,-65860
2025-11-18,사모,479910,127183,-352727
2025-11-18,은행,20035,6261,-13774
2025-11-18,기타금융,12142,11495,-647
2025-11-18,연기금 등,3512659,3443759,-68900
2025-11-18,기관합계,6063113,4322020,-1741093
2025-11-18,기타법인,218723,193755,-24968
2025-11-18,개인,4951146,5904600,953454
2025-11-18,외국인,7428684,8250854,822170
2025-11-18,기타외국인,22402,12839,-9563
2025-11-18,전체,18684068,18684068,0
2025-11-19,금융투자,569074,1631601,1062527
2025-11-19,보험,154050,49755,-104295
2025-11-19,투신,299934,464295,164361
2025-11-19,사모,94010,214266,120256
2025-11-19,은행,92,2171,2079
2025-11-19,기타금융,188,3710,3522
2025-11-19,연기금 등,3546152,3172551,-373601
2025-11-19,기관합계,4663500,5538349,874849
2025-11-19,기타법인,193354,108834,-84520
2025-11-19,개인,4034986,5328428,1293442
2025-11-19,외국인,10085761,8006345,-2079416
2025-11-19,기타외국인,15745,11390,-4355
2025-11-19,전체,18993346,18993346,0
2025-11-20,금융투자,926158,2915928,1989770
2025-11-20,보험,70653,95126,24473
2025-11-20,투신,385930,150483,-235447
2025-11-20,사모,305311,299573,-5738
2025-11-20,은행,1075,11540,10465
2025-11-20,기타금융,2425,5196,2771
2025-11-20,연기금 등,5409922,5370808,-39114
2025-11-20,기관합계,7101474,8848654,1747180
2025-11-20,기타법인,202590,237710,35120
2025-11-20,개인,11562048,4532967,-7029081
2025-11-20,외국인,6458609,11733624,5275015
2025-11-20,기타외국인,35714,7480,-28234
2025-11-20,전체,25360435,25360435,0
