date,investor,sell,buy,net
2025-06-09,금융투자,58430,64662,6232
2025-06-09,보험,5987,35,-5952
2025-06-09,투신,12100,370,-11730
2025-06-09,사모,2630,0,-2630
2025-06-09,은행,2,11,9
2025-06-09,기타금융,38,11,-27
2025-06-09,연기금 등,26272,17151,-9121
2025-06-09,기관합계,105459,82240,-23219
2025-06-09,기타법인,1646,3798,2152
2025-06-09,개인,107508,274714,167206
2025-06-09,외국인,275187,128257,-146930
2025-06-09,기타외국인,115,906,791
2025-06-09,전체,489915,489915,0
2025-06-10,금융투자,68365,45137,-23228
2025-06-10,보험,3160,594,-2566
2025-06-10,투신,4259,2629,-1630
2025-06-10,사모,462,4443,3981
2025-06-10,은행,215,0,-215
2025-06-10,기타금융,6,6,0
2025-06-10,연기금 등,19918,21358,1440
2025-06-10,기관합계,96385,74167,-22218
2025-06-10,기타법인,4215,1380,-2835
2025-06-10,개인,122828,221361,98533
2025-06-10,외국인,202626,128804,-73822
2025-06-10,기타외국인,186,528,342
2025-06-10,전체,426240,426240,0
2025-06-11,금융투자,67068,114856,47788
2025-06-11,보험,2628,1445,-1183
2025-06-11,투신,1963,5089,3126
2025-06-11,사모,826,5141,4315
2025-06-11,은행,477,6,-471
2025-06-11,기타금융,291,7,-284
2025-06-11,연기금 등,13929,15257,1328
2025-06-11,기관합계,87182,141801,54619
2025-06-11,기타법인,1309,1164,-145
2025-06-11,개인,236318,225745,-10573
2025-06-11,외국인,278611,234139,-44472
2025-06-11,기타외국인,271,842,571
2025-06-11,전체,603691,603691,0
2025-06-12,금융투자,472910,276118,-196792
2025-06-12,보험,2600,2510,-90
2025-06-12,투신,5668,150485,144817
2025-06-12,사모,48779,6534,-42245
2025-06-12,은행,32,186,154
2025-06-12,기타금융,6,4,-2
2025-06-12,연기금 등,45189,43386,-1803
2025-06-12,기관합계,575184,479223,-95961
2025-06-12,기타법인,3682,3679,-3
2025-06-12,개인,273637,256093,-17544
2025-06-12,외국인,279050,392051,113001
2025-06-12,기타외국인,567,1074,507
2025-06-12,전체,1132120,1132120,0
2025-06-13,금융투자,84824,41747,-43077
2025-06-13,보험,1413,2546,1133
2025-06-13,투신,92912,86401,-6511
2025-06-13,사모,3500,9143,5643
2025-06-13,은행,0,11,11
2025-06-13,기타금융,8,9,1
2025-06-13,연기금 등,35820,38614,2794
2025-06-13,기관합계,218477,178471,-40006
2025-06-13,기타법인,792,5580,4788
2025-06-13,개인,185676,304210,118534
2025-06-13,외국인,261064,177710,-83354
2025-06-13,기타외국인,701,739,38
2025-06-13,전체,666710,666710,0
2025-06-16,금융투자,70328,30927,-39401
2025-06-16,보험,9994,1462,-8532
2025-06-16,투신,5581,70322,64741
2025-06-16,사모,24807,3780,-21027
2025-06-16,은행,116,0,-116
2025-06-16,기타금융,161,45,-116
2025-06-16,연기금 등,50851,24278,-26573
2025-06-16,기관합계,161838,130814,-31024
2025-06-16,기타법인,97,3092,2995
2025-06-16,개인,158670,396276,237606
2025-06-16,외국인,286931,76240,-210691
2025-06-16,기타외국인,2746,3860,1114
2025-06-16,전체,610282,610282,0
2025-06-17,금융투자,18771,44156,25385
2025-06-17,보험,3665,39,-3626
2025-06-17,투신,4724,75938,71214
2025-06-17,사모,8012,1493,-6519
2025-06-17,은행,0,0,0
2025-06-17,기타금융,56,12,-44
2025-06-17,연기금 등,49632,35060,-14572
2025-06-17,기관합계,84860,156698,71838
2025-06-17,기타법인,608,874,266
2025-06-17,개인,229615,203915,-25700
2025-06-17,외국인,192744,146500,-46244
2025-06-17,기타외국인,719,559,-160
2025-06-17,전체,508546,508546,0
2025-06-18,금융투자,22467,40955,18488
2025-06-18,보험,5006,1133,-3873
2025-06-18,투신,18867,2360,-16507
2025-06-18,사모,790,569,-221
2025-06-18,은행,0,0,0
2025-06-18,기타금융,12,7,-5
2025-06-18,연기금 등,57206,32510,-24696
2025-06-18,기관합계,104348,77534,-26814
2025-06-18,기타법인,673,642,-31
2025-06-18,개인,142076,206192,64116
2025-06-18,외국인,151594,113755,-37839
2025-06-18,기타외국인,349,917,568
2025-06-18,전체,399040,399040,0
2025-06-19,금융투자,26158,26733,575
2025-06-19,보험,4376,377,-3999
2025-06-19,투신,7399,0,-7399
2025-06-19,사모,3913,3306,-607
2025-06-19,은행,0,0,0
2025-06-19,기타금융,34,9,-25
2025-06-19,연기금 등,54125,23000,-31125
2025-06-19,기관합계,96005,53425,-42580
2025-06-19,기타법인,991,2513,1522
2025-06-19,개인,126249,218061,91812
2025-06-19,외국인,185168,134198,-50970
2025-06-19,기타외국인,325,541,216
2025-06-19,전체,408738,408738,0
2025-06-20,금융투자,27213,57850,30637
2025-06-20,보험,2272,6468,4196
2025-06-20,투신,1946,16610,14664
2025-06-20,사모,1544,12226,10682
2025-06-20,은행,199,0,-199
2025-06-20,기타금융,89,8,-81
2025-06-20,연기금 등,56604,75161,18557
2025-06-20,기관합계,89867,168323,78456
2025-06-20,기타법인,6298,4621,-1677
2025-06-20,개인,629825,304833,-324992
2025-06-20,외국인,207588,456741,249153
2025-06-20,기타외국인,1327,387,-940
2025-06-20,전체,934905,934905,0
2025-06-23,금융투자,101787,9393,-92394
2025-06-23,보험,1905,1020,-885
2025-06-23,투신,4089,465,-3624
2025-06-23,사모,3377,5327,1950
2025-06-23,은행,0,331,331
2025-06-23,기타금융,11,11,0
2025-06-23,연기금 등,37019,16665,-20354
2025-06-23,기관합계,148188,33212,-114976
2025-06-23,기타법인,2920,2559,-361
2025-06-23,개인,92189,501761,409572
2025-06-23,외국인,328513,33360,-295153
2025-06-23,기타외국인,41,959,918
2025-06-23,전체,571851,571851,0
2025-06-24,금융투자,26242,65393,39151
2025-06-24,보험,7043,4083,-2960
2025-06-24,투신,6514,2767,-3747
2025-06-24,사모,722,6828,6106
2025-06-24,은행,11,0,-11
2025-06-24,기타금융,542,9,-533
2025-06-24,연기금 등,59976,54659,-5317
2025-06-24,기관합계,101050,133739,32689
2025-06-24,기타법인,3412,5764,2352
2025-06-24,개인,496434,314440,-181994
2025-06-24,외국인,140195,287695,147500
2025-06-24,기타외국인,1452,905,-547
2025-06-24,전체,742543,742543,0
2025-06-25,금융투자,44179,17000,-27179
2025-06-25,보험,10542,1115,-9427
2025-06-25,투신,8882,1515,-7367
2025-06-25,사모,6227,4522,-1705
2025-06-25,은행,0,114,114
2025-06-25,기타금융,8,9,1
2025-06-25,연기금 등,29995,29410,-585
2025-06-25,기관합계,99833,53685,-46148
2025-06-25,기타법인,819,5978,5159
2025-06-25,개인,115893,253029,137136
2025-06-25,외국인,204970,108340,-96630
2025-06-25,기타외국인,152,635,483
2025-06-25,전체,421667,421667,0
2025-06-26,금융투자,17793,16067,-1726
2025-06-26,보험,878,1246,368
2025-06-26,투신,3351,711,-2640
2025-06-26,사모,8046,14726,6680
2025-06-26,은행,0,0,0
2025-06-26,기타금융,9,10,1
2025-06-26,연기금 등,34820,53929,19109
2025-06-26,기관합계,64897,86689,21792
2025-06-26,기타법인,1593,2769,1176
2025-06-26,개인,138935,262208,123273
2025-06-26,외국인,213232,67045,-146187
2025-06-26,기타외국인,244,190,-54
2025-06-26,전체,418901,418901,0
2025-06-27,금융투자,38244,23618,-14626
2025-06-27,보험,2615,920,-1695
2025-06-27,투신,12438,229,-12209
2025-06-27,사모,8222,5109,-3113
2025-06-27,은행,0,28,28
2025-06-27,기타금융,12,12,0
2025-06-27,연기금 등,45922,18850,-27072
2025-06-27,기관합계,107453,48766,-58687
2025-06-27,기타법인,6967,1832,-5135
2025-06-27,개인,87001,392708,305707
2025-06-27,외국인,276867,34241,-242626
