date,open,high,low,close,volume
2025-07-09 09:00:00,61400,61400,60200,60400,17533415
2025-07-10 09:00:00,60600,61200,60400,61000,14768473
2025-07-11 09:00:00,61300,62800,61200,62600,19140650
2025-07-14 09:00:00,62300,62600,61800,62500,13563846
2025-07-15 09:00:00,62300,63800,62000,63700,18442202
2025-07-16 09:00:00,63700,64700,63100,64700,23042660
2025-07-17 09:00:00,65900,66800,64400,66700,39448683
2025-07-18 09:00:00,67000,67800,66300,67100,23951531
2025-07-21 09:00:00,67400,68800,67200,67800,17723148
2025-07-22 09:00:00,68100,68500,65600,66000,20829006
2025-07-23 09:00:00,66200,66500,64900,66400,15687058
2025-07-24 09:00:00,66500,66800,65900,66000,12660193
2025-07-25 09:00:00,65700,66300,65500,65900,8080910
2025-07-28 09:00:00,68200,70400,67200,70400,35332500
2025-07-29 09:00:00,70800,70800,68800,70600,28190940
2025-07-30 09:00:00,71000,73700,70600,72600,34761444
2025-07-31 09:00:00,73000,74000,71000,71400,26568072
2025-08-01 09:00:00,70200,72000,68800,68900,24038534
2025-08-04 09:00:00,69500,70200,68700,69700,14780072
2025-08-05 09:00:00,71000,71500,69700,69900,14392903
2025-08-06 09:00:00,69200,69400,68300,68800,12542415
2025-08-07 09:00:00,70800,71000,69700,70500,15008213
2025-08-08 09:00:00,71000,72400,70700,71800,22241128
2025-08-11 09:00:00,72000,72100,70800,71000,11354253
2025-08-12 09:00:00,71100,72400,71100,71100,15797656
2025-08-13 09:00:00,71900,72100,71400,71900,12305742
2025-08-14 09:00:00,71900,71900,71200,71600,11946122
2025-08-18 09:00:00,71100,71200,70000,70000,13595591
2025-08-19 09:00:00,70400,70700,69700,70000,10533082
2025-08-20 09:00:00,70100,70700,69400,70500,17445516
2025-08-21 09:00:00,71500,71900,70600,70600,18843833
2025-08-22 09:00:00,71700,71800,70800,71400,9277432
2025-08-25 09:00:00,71700,71800,71000,71500,10345178
2025-08-26 09:00:00,70800,71100,70300,70300,14712519
2025-08-27 09:00:00,70100,70900,69800,70600,10523405
2025-08-28 09:00:00,70100,70400,69600,69600,11578024
2025-08-29 09:00:00,70100,70500,69700,69700,11682267
2025-09-01 09:00:00,68400,68600,67500,67600,12002343
2025-09-02 09:00:00,67800,69500,67800,69100,10604028
2025-09-03 09:00:00,69200,69800,68800,69800,10283009
2025-09-04 09:00:00,69500,70100,69300,70100,12284414
2025-09-05 09:00:00,70300,70400,69500,69500,11526724
2025-09-08 09:00:00,69800,70500,69600,70100,9263135
2025-09-09 09:00:00,70100,71500,70000,71500,14870245
2025-09-10 09:00:00,71800,72800,71600,72600,21928565
2025-09-11 09:00:00,73200,73600,72100,73400,20793501
2025-09-12 09:00:00,74600,75600,74200,75400,28219678
2025-09-15 09:00:00,77200,77600,75900,76500,19908805
2025-09-16 09:00:00,76900,79500,76700,79400,28218265
2025-09-17 09:00:00,79100,79100,77100,78200,20856317
2025-09-18 09:00:00,79100,80500,78600,80500,25619035
2025-09-19 09:00:00,81100,81200,79600,79700,20898386
2025-09-22 09:00:00,81500,84000,81100,83500,27529656
2025-09-23 09:00:00,85800,85900,83600,84700,23610263
2025-09-24 09:00:00,84200,85500,83700,85400,18300997
2025-09-25 09:00:00,84400,86200,84100,86100,19665151
2025-09-26 09:00:00,85000,85300,82400,83300,24071193
2025-09-29 09:00:00,83300,85000,83200,84200,13069094
2025-09-30 09:00:00,84600,84900,83400,83900,16319061
2025-10-01 09:00:00,84900,86200,84700,86000,22039361
2025-10-02 09:00:00,89300,90300,88700,89000,49883028
2025-10-10 09:00:00,94000,94500,92700,94400,35269748
2025-10-13 09:00:00,91300,93400,90700,93300,23883308
2025-10-14 09:00:00,95300,96000,90200,91600,35545235
2025-10-15 09:00:00,92300,95300,92100,95000,21050111
2025-10-16 09:00:00,95300,97700,95000,97700,28141060
2025-10-17 09:00:00,97200,99100,96700,97900,22730809
2025-10-20 09:00:00,97900,98300,96000,98100,17589756
2025-10-21 09:00:00,98500,99900,97300,97500,22803830
2025-10-22 09:00:00,97100,98600,95500,98600,15937611
2025-10-23 09:00:00,96800,98500,96300,96500,18488581
2025-10-24 09:00:00,97900,99000,97700,98800,18801925
2025-10-27 09:00:00,101300,102000,100600,102000,22169970
2025-10-28 09:00:00,100900,101000,99100,99500,20002282
2025-10-29 09:00:00,100200,101000,99100,100500,20899788
2025-10-30 09:00:00,102400,105800,102000,104100,34570017
2025-10-31 09:00:00,105000,108600,103300,107500,54824564
2025-11-03 09:00:00,106900,111500,106500,111100,30110066
2025-11-04 09:00:00,111800,112400,104900,104900,30450281
2025-11-05 09:00:00,101000,102000,96700,100600,44843020
2025-11-06 09:00:00,103700,103800,98800,99200,28655689
2025-11-07 09:00:00,96400,100300,96300,97900,22908083
2025-11-10 09:00:00,98600,101000,97900,100600,23842327
2025-11-11 09:00:00,103700,106000,102000,103500,27742542
2025-11-12 09:00:00,103000,103900,101600,103100,19413497
2025-11-13 09:00:00,102500,104200,102300,102800,20838741
2025-11-14 09:00:00,99000,99600,97200,97200,21806342
2025-11-17 09:00:00,99800,101000,99500,100600,17192584
2025-11-18 09:00:00,99800,100900,97500,97800,18684068
2025-11-19 09:00:00,97100,97500,94600,96500,18993346
2025-11-20 09:00:00,100900,102900,99500,100600,25207058
