date,open,high,low,close,volume
2024-04-25 00:00:00,405319,416088,404830,404830,258317
2024-04-26 00:00:00,405809,407767,397487,399935,244231
2024-04-29 00:00:00,403360,412172,402381,412172,238610
2024-04-30 00:00:00,417067,430284,409725,424900,492756
2024-05-02 00:00:00,428816,443012,428326,434201,477717
2024-05-03 00:00:00,433711,435669,426857,428816,200883
2024-05-07 00:00:00,435179,436648,422452,425879,271217
2024-05-08 00:00:00,426368,431753,422941,427837,159503
2024-05-09 00:00:00,424899,426857,417067,421473,248007
2024-05-10 00:00:00,424410,426368,418046,420005,148031
2024-05-13 00:00:00,420004,425879,413151,423921,199741
2024-05-14 00:00:00,426368,434201,421473,429306,189756
2024-05-16 00:00:00,432243,434690,427837,432243,220705
2024-05-17 00:00:00,430284,434690,420494,421963,182453
2024-05-20 00:00:00,420494,422452,414620,415110,187577
2024-05-21 00:00:00,412172,412662,401403,402872,267746
2024-05-22 00:00:00,407277,409725,399935,399935,209478
2024-05-23 00:00:00,397486,405808,395528,396997,266909
2024-05-24 00:00:00,392592,395529,389654,392592,203427
2024-05-27 00:00:00,392591,407277,385248,406298,294255
2024-05-28 00:00:00,405808,405808,395038,396018,203916
2024-05-29 00:00:00,391612,394549,376927,376927,602782
2024-05-30 00:00:00,373011,380353,371053,371053,305383
2024-05-31 00:00:00,374479,378395,366647,366647,480777
2024-06-03 00:00:00,367136,376927,367136,369095,261243
2024-06-04 00:00:00,367136,375948,366157,370074,225197
2024-06-05 00:00:00,372521,391123,371053,383291,438987
2024-06-07 00:00:00,388186,393571,385249,390634,312086
2024-06-10 00:00:00,387207,393081,378885,384760,334839
2024-06-11 00:00:00,384759,393081,380353,384270,343831
2024-06-12 00:00:00,382801,392591,382801,385249,195746
2024-06-13 00:00:00,391612,393570,383291,383291,398651
2024-06-14 00:00:00,383291,384270,374969,375459,329213
2024-06-17 00:00:00,372521,376437,369094,373011,230425
2024-06-18 00:00:00,375458,378395,367137,367137,263554
2024-06-19 00:00:00,370074,387207,368115,384270,345077
2024-06-20 00:00:00,381822,386718,380354,383781,219989
2024-06-21 00:00:00,382801,391612,380843,380843,333427
2024-06-24 00:00:00,376438,376927,369585,369585,302708
2024-06-25 00:00:00,370073,373500,360283,360773,404396
2024-06-26 00:00:00,364200,371053,361263,361263,316646
2024-06-27 00:00:00,364688,366157,353430,353430,458311
2024-06-28 00:00:00,351472,354898,343639,346577,557554
2024-07-01 00:00:00,345109,360773,344619,359305,465475
2024-07-02 00:00:00,357346,361752,344130,344130,527484
2024-07-03 00:00:00,349514,360283,346087,358815,650556
2024-07-04 00:00:00,363709,368115,360772,366647,473960
2024-07-05 00:00:00,379374,381822,370563,373990,547990
2024-07-08 00:00:00,373990,377906,366158,373501,300113
2024-07-09 00:00:00,376927,379375,373990,374480,277408
2024-07-10 00:00:00,369584,373011,362731,365179,353114
2024-07-11 00:00:00,367626,381333,361262,381333,639163
2024-07-12 00:00:00,377906,381332,370073,372032,446018
2024-07-15 00:00:00,372032,374969,367137,369585,232238
2024-07-16 00:00:00,368115,369094,351961,352451,594686
2024-07-17 00:00:00,349514,353919,348535,348535,379722
2024-07-18 00:00:00,343639,351472,343150,347556,297144
2024-07-19 00:00:00,347066,350983,344619,350004,272794
2024-07-22 00:00:00,348534,349513,334828,335318,407016
2024-07-23 00:00:00,337276,338744,326996,328465,398778
2024-07-24 00:00:00,324548,333360,323080,326507,236796
2024-07-25 00:00:00,321611,340702,321611,336297,408942
2024-07-26 00:00:00,334339,339234,329933,331892,183124
2024-07-29 00:00:00,330423,333849,324548,328465,285478
2024-07-30 00:00:00,326017,337276,323570,323570,432884
2024-07-31 00:00:00,323080,324549,305458,312801,826323
2024-08-01 00:00:00,313290,330423,311821,326997,467169
2024-08-02 00:00:00,319164,333849,318674,329444,437738
2024-08-05 00:00:00,324549,325528,288325,297626,600593
2024-08-06 00:00:00,302031,315738,302031,311822,415386
2024-08-07 00:00:00,305457,317695,305457,309374,265963
2024-08-08 00:00:00,303010,306926,296647,296647,365192
2024-08-09 00:00:00,301541,308884,298115,303500,359856
2024-08-12 00:00:00,304479,315738,304479,312801,282789
2024-08-13 00:00:00,309863,318184,304967,308884,280207
2024-08-14 00:00:00,315248,318675,312311,316717,259586
2024-08-16 00:00:00,322591,324549,313290,313780,382940
2024-08-19 00:00:00,312800,312800,302521,302521,386630
2024-08-20 00:00:00,305947,306926,299094,304479,411059
2024-08-21 00:00:00,302520,328954,302031,321612,760280
2024-08-22 00:00:00,319653,330912,319653,328465,443988
2024-08-23 00:00:00,324549,328465,320143,323570,198453
2024-08-26 00:00:00,326997,331402,322101,325039,301903
2024-08-27 00:00:00,325528,338745,321612,330913,426425
2024-08-28 00:00:00,336297,343150,329933,332381,574577
2024-08-29 00:00:00,331891,354899,330912,350983,776020
2024-08-30 00:00:00,352940,353430,344618,346577,390588
2024-09-02 00:00:00,351472,365179,350983,361263,712351
2024-09-03 00:00:00,365668,372032,358325,363221,514846
2024-09-04 00:00:00,349024,358814,348045,350493,453939
2024-09-05 00:00:00,355877,364689,349514,357836,398727
2024-09-06 00:00:00,359794,362731,333849,335808,600321
2024-09-09 00:00:00,330423,339724,326017,336787,258114
2024-09-10 00:00:00,338745,340703,325038,326018,338261
2024-09-11 00:00:00,326017,359794,325528,358326,717847
2024-09-12 00:00:00,360284,363221,351472,356368,459174
2024-09-13 00:00:00,357347,363221,352941,357347,279459
2024-09-19 00:00:00,366158,370074,358325,364200,376545
2024-09-20 00:00:00,368115,374479,363709,368605,463391
2024-09-23 00:00:00,369584,373011,364199,371053,280220
2024-09-24 00:00:00,372521,384759,372032,379375,498381
2024-09-25 00:00:00,380843,382801,373011,373501,363708
2024-09-26 00:00:00,373990,379375,365179,379375,382969
2024-09-27 00:00:00,379864,382801,373500,375948,240855
2024-09-30 00:00:00,380843,385249,370564,370564,330701
2024-10-02 00:00:00,364199,371052,362730,363710,285225
2024-10-04 00:00:00,359304,361752,353430,353920,353258
2024-10-07 00:00:00,357346,361752,350493,359794,370195
2024-10-08 00:00:00,356367,367137,353430,363221,304654
2024-10-10 00:00:00,366157,367136,361262,361752,280315
2024-10-11 00:00:00,365179,377906,361262,365179,431756
2024-10-14 00:00:00,357835,359304,350492,351472,325641
2024-10-15 00:00:00,354409,356367,340213,343640,454263
2024-10-16 00:00:00,345598,346087,332871,332871,409021
2024-10-17 00:00:00,333360,337276,326997,326997,300396
2024-10-18 00:00:00,327485,329443,320142,323080,248358
2024-10-21 00:00:00,324059,334339,324059,327486,168451
2024-10-22 00:00:00,326996,328954,316716,317206,219540
2024-10-23 00:00:00,317205,326996,315737,324059,229308
2024-10-24 00:00:00,328465,331891,319164,320633,254375
2024-10-25 00:00:00,326506,327975,314268,315248,222281
2024-10-28 00:00:00,315738,341193,315738,341193,458211
2024-10-29 00:00:00,336787,343640,329444,336787,288480
2024-10-30 00:00:00,332381,339724,328465,331892,267509
2024-10-31 00:00:00,327485,333849,320143,320143,387110
2024-11-01 00:00:00,318674,330423,316716,324549,206174
2024-11-04 00:00:00,328464,330912,321122,330423,345930
2024-11-05 00:00:00,325528,326018,309374,310843,876637
2024-11-06 00:00:00,314269,315737,291751,292241,935224
2024-11-07 00:00:00,289793,291751,280002,281961,983635
2024-11-08 00:00:00,283918,287345,278044,278534,746259
2024-11-11 00:00:00,279513,281471,267764,268744,675722
2024-11-12 00:00:00,268254,270212,257974,258954,771719
2024-11-13 00:00:00,255526,259932,249652,250142,573476
2024-11-14 00:00:00,256506,264828,256016,258954,778974
2024-11-15 00:00:00,244757,248184,230561,241331,1302659
2024-11-18 00:00:00,241821,256996,241331,256996,534146
2024-11-19 00:00:00,254548,256506,247205,253569,397078
2024-11-20 00:00:00,252100,258464,250632,254059,366183
2024-11-21 00:00:00,254058,261401,251611,258954,317249
2024-11-22 00:00:00,261400,269233,259932,263359,345190
2024-11-25 00:00:00,266785,276086,266296,271681,554351
2024-11-26 00:00:00,273149,278044,268254,272660,336852
2024-11-27 00:00:00,272659,274128,260911,262380,313801
2024-11-28 00:00:00,260422,266297,258954,266297,282879
2024-11-29 00:00:00,263848,264337,249163,249163,540260
2024-12-02 00:00:00,253569,258464,251121,253569,269390
2024-12-03 00:00:00,258464,262380,253568,255527,421229
2024-12-04 00:00:00,247694,255037,247205,253569,474420
2024-12-05 00:00:00,253568,254058,245736,246226,311786
2024-12-06 00:00:00,245736,252589,239372,246226,365050
2024-12-09 00:00:00,240841,243289,233498,234478,393456
2024-12-10 00:00:00,236925,248673,236925,247205,289722
2024-12-11 00:00:00,246226,250142,240841,243289,266666
2024-12-12 00:00:00,245736,253079,241820,249653,497996
2024-12-13 00:00:00,251611,257485,247695,255038,416657
2024-12-16 00:00:00,258953,262380,255526,257485,260673
2024-12-17 00:00:00,255527,256506,239862,241821,648435
2024-12-18 00:00:00,244757,254058,242799,252590,404014
2024-12-19 00:00:00,245247,252100,243289,248674,297787
2024-12-20 00:00:00,253079,253079,242800,242800,470501
2024-12-23 00:00:00,245736,252590,238394,250632,312770
2024-12-24 00:00:00,251121,255527,249163,249653,206637
2024-12-26 00:00:00,250632,251121,241821,241821,217080
2024-12-27 00:00:00,240352,244758,237415,242800,218362
2024-12-30 00:00:00,241820,248673,241820,242310,199422
2025-01-02 00:00:00,242310,244757,233009,234478,329634
2025-01-03 00:00:00,230072,243779,227135,241821,454357
2025-01-06 00:00:00,241820,245737,238394,243779,294522
2025-01-07 00:00:00,243778,249163,240841,241331,366621
2025-01-08 00:00:00,239372,246715,237414,244268,512518
2025-01-09 00:00:00,244267,245246,232519,233988,722180
2025-01-10 00:00:00,233988,234967,227624,229093,413626
2025-01-13 00:00:00,227625,230072,224688,224688,375335
2025-01-14 00:00:00,227624,233499,225666,231541,361798
2025-01-15 00:00:00,232030,233499,226156,226646,282940
2025-01-16 00:00:00,230562,234478,229093,229583,292772
2025-01-17 00:00:00,228113,231540,227624,229093,215815
2025-01-20 00:00:00,230072,239373,230072,238394,436132
2025-01-21 00:00:00,235946,237904,225176,229093,429840
2025-01-22 00:00:00,230561,236436,229582,234478,275832
2025-01-23 00:00:00,233009,233499,227625,227625,245299
2025-01-24 00:00:00,228114,229583,220282,221751,486052
2025-01-31 00:00:00,220771,221261,215386,217345,412028
2025-02-03 00:00:00,211959,211959,202658,203638,518647
2025-02-04 00:00:00,206086,209512,201191,201191,523511
2025-02-05 00:00:00,203638,211470,203148,208044,404393
2025-02-06 00:00:00,208534,209513,204128,207555,351675
2025-02-07 00:00:00,205107,211960,204127,205107,313332
2025-02-10 00:00:00,201191,208534,195806,206576,677930
2025-02-11 00:00:00,205596,210491,203638,206086,296924
2025-02-12 00:00:00,206085,208043,203637,204617,247127
2025-02-13 00:00:00,206575,212450,206086,209513,840837
2025-02-14 00:00:00,209512,212449,207064,209023,314999
2025-02-17 00:00:00,210980,217344,208533,214897,359054
2025-02-18 00:00:00,216855,216855,210491,212939,266985
2025-02-19 00:00:00,211470,223219,211470,221261,511308
2025-02-20 00:00:00,220771,227135,219792,222240,395944
2025-02-21 00:00:00,222729,228114,220282,226646,390613
2025-02-24 00:00:00,223708,243289,223219,241821,810911
2025-02-25 00:00:00,238394,242310,231540,231541,580972
2025-02-26 00:00:00,229582,235457,228114,232520,682151
2025-02-27 00:00:00,234967,237415,231051,233499,441715
2025-02-28 00:00:00,230072,230072,217834,219303,704342
2025-03-04 00:00:00,217345,219303,208044,208534,604511
2025-03-05 00:00:00,210981,212449,205596,209023,562644
2025-03-06 00:00:00,211470,216365,207064,208044,584454
2025-03-07 00:00:00,205596,216365,203638,213918,522099
2025-03-10 00:00:00,213918,215876,209023,211471,472306
2025-03-11 00:00:00,202658,206575,201679,204617,487464
2025-03-12 00:00:00,207554,210492,205596,208534,387217
2025-03-13 00:00:00,210980,211959,199722,199722,1089451
2025-03-14 00:00:00,195316,205106,185330,187386,2851908
2025-03-17 00:00:00,187190,188560,182882,186407,976834
2025-03-18 00:00:00,187386,191792,186652,186799,772604
2025-03-19 00:00:00,186505,190911,186505,187876,790168
2025-03-20 00:00:00,190617,201191,189834,198254,1348839
2025-03-21 00:00:00,198743,199233,192184,196296,724664
2025-03-24 00:00:00,196785,198743,193456,197275,286162
2025-03-25 00:00:00,199722,201190,195708,197764,254972
2025-03-26 00:00:00,198253,208044,196295,204128,445857
2025-03-27 00:00:00,200701,202170,197275,197275,305262
2025-03-28 00:00:00,197764,199233,193358,195219,337896
2025-03-31 00:00:00,191596,192379,184547,184547,576174
2025-04-01 00:00:00,186505,189833,185330,189540,352728
2025-04-02 00:00:00,189638,190323,181707,182589,467150
2025-04-03 00:00:00,176714,181316,175539,179358,373181
2025-04-04 00:00:00,175735,187288,175735,186799,478175
2025-04-07 00:00:00,179357,180924,176029,176323,382779
2025-04-08 00:00:00,179945,180239,172211,172603,418533
2025-04-09 00:00:00,169079,173582,166435,168100,550125
2025-04-10 00:00:00,177900,178300,172800,177200,492598
2025-04-11 00:00:00,173000,177100,172000,175600,355010
2025-04-14 00:00:00,177600,181900,177100,178400,278232
2025-04-15 00:00:00,179400,184100,176300,182600,303559
2025-04-16 00:00:00,182000,184400,176600,177000,272189
2025-04-17 00:00:00,178000,182700,177000,180900,246328
2025-04-18 00:00:00,182100,182100,178500,180000,146661
2025-04-21 00:00:00,179000,180500,176700,177800,184454
2025-04-22 00:00:00,176900,179800,176200,177300,213303
2025-04-23 00:00:00,180000,190400,179900,190400,532051
2025-04-24 00:00:00,191200,191300,183700,184700,330284
2025-04-25 00:00:00,186700,189400,184000,185100,328738
2025-04-28 00:00:00,184500,189600,183500,184200,327979
2025-04-29 00:00:00,185000,185500,182000,183600,241248
2025-04-30 00:00:00,183100,183300,175600,176000,606531
2025-05-02 00:00:00,176400,177000,170900,173600,330151
2025-05-07 00:00:00,175400,176400,171400,172200,405002
2025-05-08 00:00:00,172100,173400,170100,172200,584179
2025-05-09 00:00:00,173800,173800,170300,170400,227421
2025-05-12 00:00:00,170700,174900,170600,174900,260867
2025-05-13 00:00:00,175400,176200,170600,170900,296932
2025-05-14 00:00:00,171400,173600,167300,173000,356073
2025-05-15 00:00:00,171300,173000,169600,169700,265305
2025-05-16 00:00:00,170000,170000,164100,164700,662722
2025-05-19 00:00:00,163400,173300,163400,169400,490511
2025-05-20 00:00:00,170400,170800,160600,161500,568781
2025-05-21 00:00:00,162100,165500,161600,161800,291613
2025-05-22 00:00:00,161800,164700,157700,163100,395732
2025-05-23 00:00:00,162700,163400,159200,160200,268120
2025-05-26 00:00:00,160200,168400,160200,166000,396990
2025-05-27 00:00:00,164400,164600,159400,160200,488202
2025-05-28 00:00:00,161300,176000,160800,174100,1002912
2025-05-29 00:00:00,175800,175800,169000,174400,557915
2025-05-30 00:00:00,172500,174000,168900,168900,1009215
2025-06-02 00:00:00,170000,172900,167000,172800,438261
2025-06-04 00:00:00,174600,179000,171400,172400,503464
2025-06-05 00:00:00,170800,176300,170200,174300,370426
2025-06-09 00:00:00,173500,173600,169500,170800,489915
2025-06-10 00:00:00,171900,172900,169400,170300,426240
2025-06-11 00:00:00,170800,175000,170300,172900,603691
2025-06-12 00:00:00,171500,176900,171100,174800,1132120
2025-06-13 00:00:00,173900,175900,169800,172100,666710
2025-06-16 00:00:00,170900,171200,165900,168900,610282
2025-06-17 00:00:00,169000,172900,166900,169300,508546
2025-06-18 00:00:00,168300,170700,167100,169200,399040
2025-06-19 00:00:00,169300,170800,167900,168200,408738
2025-06-20 00:00:00,168200,177000,166500,176300,934905
2025-06-23 00:00:00,172800,172900,168300,169300,571851
2025-06-24 00:00:00,172500,182300,172400,176800,742543
2025-06-25 00:00:00,177700,177800,173300,175400,421667
2025-06-26 00:00:00,177000,178700,173100,174600,418901
2025-06-27 00:00:00,175300,175300,169600,169700,478562
2025-06-30 00:00:00,171000,175500,170900,172800,414084
2025-07-01 00:00:00,173400,181700,172300,178200,885032
2025-07-02 00:00:00,176600,179100,175200,179000,470497
2025-07-03 00:00:00,180000,187000,178600,185300,850429
2025-07-04 00:00:00,182800,183600,179500,181100,500743
2025-07-07 00:00:00,182800,183700,176800,177000,504717
2025-07-08 00:00:00,175400,178500,174000,175000,493345
2025-07-09 00:00:00,175500,176900,169700,170100,689370
2025-07-10 00:00:00,171000,171900,169900,170300,554246
2025-07-11 00:00:00,171100,181000,171000,179400,1066739
2025-07-14 00:00:00,180200,181100,176700,181100,399191
2025-07-15 00:00:00,180600,181000,177800,179200,328760
2025-07-16 00:00:00,178700,180000,175900,176100,278372
2025-07-17 00:00:00,177400,179200,174600,179000,356729
2025-07-18 00:00:00,180700,184300,180050,182500,686213
2025-07-21 00:00:00,182500,186500,180900,185800,517341
2025-07-22 00:00:00,187600,189200,181500,181900,473977
2025-07-23 00:00:00,184000,185900,180100,184600,404059
2025-07-24 00:00:00,186400,193900,185100,190300,1013457
2025-07-25 00:00:00,193300,193300,187000,189800,525343
2025-07-28 00:00:00,191900,195700,190500,194500,753603
2025-07-29 00:00:00,192200,192300,187200,191100,536337
2025-07-30 00:00:00,190700,210000,190700,206000,1593192
2025-07-31 00:00:00,212500,212500,197500,201000,948283
2025-08-01 00:00:00,196400,198000,189800,190000,843531
2025-08-04 00:00:00,190800,194000,189500,193700,434105
2025-08-05 00:00:00,197600,221500,197500,213500,1875615
2025-08-06 00:00:00,212000,223000,211000,218000,1157281
2025-08-07 00:00:00,223000,223000,214500,217000,467950
2025-08-08 00:00:00,221500,221500,215000,218000,361289
2025-08-11 00:00:00,221500,234000,221000,225000,983767
2025-08-12 00:00:00,225000,226500,221000,221000,403226
2025-08-13 00:00:00,225500,225500,218000,221500,325765
2025-08-14 00:00:00,223500,229000,223000,224000,448035
2025-08-18 00:00:00,222500,224500,216000,219500,319220
2025-08-19 00:00:00,220500,223500,215500,221000,268361
2025-08-20 00:00:00,218000,224000,216000,217500,377027
2025-08-21 00:00:00,219000,219500,214500,215500,325179
2025-08-22 00:00:00,216500,219000,213500,216000,373227
2025-08-25 00:00:00,220000,223500,217500,221500,254189
2025-08-26 00:00:00,221000,225750,219500,221000,480981
2025-08-27 00:00:00,224000,224000,217500,220000,362256
2025-08-28 00:00:00,220500,222500,215000,216000,336139
2025-08-29 00:00:00,216500,216500,206000,207000,619884
2025-09-01 00:00:00,202500,206500,201500,203000,300030
2025-09-02 00:00:00,204000,204000,199400,202500,295808
2025-09-03 00:00:00,203000,204500,200000,201500,252531
2025-09-04 00:00:00,205500,205500,201000,202500,260018
2025-09-05 00:00:00,202500,203500,199300,199500,303237
2025-09-08 00:00:00,197900,201500,197600,199900,207896
2025-09-09 00:00:00,200500,202500,199600,201500,307287
2025-09-10 00:00:00,200000,200500,196800,198100,689275
2025-09-11 00:00:00,199700,201000,198000,198300,488743
2025-09-12 00:00:00,201500,204000,200000,204000,534562
2025-09-15 00:00:00,206000,207000,200500,201500,592824
2025-09-16 00:00:00,203000,205000,201500,204000,398951
2025-09-17 00:00:00,204500,207500,202500,204000,342331
2025-09-18 00:00:00,205000,209000,202500,209000,374497
2025-09-19 00:00:00,207500,209000,203000,203000,858121
2025-09-22 00:00:00,205000,211000,203500,207500,406999
2025-09-23 00:00:00,208500,211500,207500,210000,296713
2025-09-24 00:00:00,211500,211500,203000,205500,361727
2025-09-25 00:00:00,206000,211500,205500,210500,416263
2025-09-26 00:00:00,208000,208000,202500,202500,378492
2025-09-29 00:00:00,205500,208000,204500,206000,205188
2025-09-30 00:00:00,205000,209000,204500,205000,247788
2025-10-01 00:00:00,206000,207500,203000,204000,216933
2025-10-02 00:00:00,207500,212000,206500,206500,588864
2025-10-10 00:00:00,208500,208500,202500,207000,461084
2025-10-13 00:00:00,203500,214000,201500,210500,628628
2025-10-14 00:00:00,211500,223000,209500,220000,1096518
2025-10-15 00:00:00,223000,223000,217500,221500,450096
2025-10-16 00:00:00,222000,236000,221000,236000,1126965
2025-10-17 00:00:00,234000,259500,232000,255500,2155134
2025-10-20 00:00:00,258000,261500,248000,260500,876562
2025-10-21 00:00:00,261500,267000,255500,259000,942968
2025-10-22 00:00:00,262000,265500,258000,262500,676863
2025-10-23 00:00:00,261500,264500,257000,258000,520549
2025-10-24 00:00:00,261000,296500,259000,293000,1641056
2025-10-27 00:00:00,304000,304500,282000,285000,1695824
2025-10-28 00:00:00,282500,321000,273000,312000,3688662
2025-10-29 00:00:00,312500,334000,309500,331000,2181528
2025-10-30 00:00:00,335000,349500,324000,325500,1784094
2025-10-31 00:00:00,316000,329000,315500,322000,1007311
2025-11-03 00:00:00,328500,328500,320000,327000,717628
2025-11-04 00:00:00,353000,354500,335000,337500,1277759
2025-11-05 00:00:00,327500,332500,310000,325000,1464201
2025-11-06 00:00:00,335000,335500,318500,322000,806692
2025-11-07 00:00:00,310000,318750,300000,306000,912774
2025-11-10 00:00:00,308000,316000,303000,315000,450539
2025-11-11 00:00:00,324000,331000,314000,322000,774167
2025-11-12 00:00:00,324500,325000,316000,321500,342657
2025-11-13 00:00:00,321500,336500,317500,334500,672268
2025-11-14 00:00:00,323000,324500,315000,315000,544713
2025-11-17 00:00:00,321000,324500,315000,317000,324257
2025-11-18 00:00:00,317000,319000,301000,301500,520118
2025-11-19 00:00:00,300500,303500,290000,296500,413844
2025-11-20 00:00:00,304500,307000,300500,302000,247526
2025-11-21 00:00:00,289000,293250,287000,288500,262023
2025-11-24 09:00:00,291500,291500,280500,281000,808887
2025-11-25 09:00:00,288000,289000,281000,284500,265462
2025-11-26 09:00:00,288000,304500,286500,304500,466323
